date,tempreature,humidity,N,P,K
2023-12-16 05:02:00,30,0,178,186,157
2023-12-16 05:22:00,30,79,178,186,157
2023-12-16 05:32:00,30,80,178,186,157
2023-12-16 05:42:00,30,82,178,186,157
2023-12-16 05:57:00,30,82,178,186,157
2023-12-17 02:17:00,30,56,178,186,157
2023-12-17 02:22:00,30,57,178,186,157
2023-12-17 02:27:00,30,57,178,186,157
2023-12-17 02:32:00,30,57,178,186,157
2023-12-17 02:37:00,30,57,178,186,157
2023-12-17 02:42:00,30,56,178,186,157
2023-12-17 02:47:00,30,57,178,186,157
2023-12-17 05:47:00,30,53,178,186,157
2023-12-23 05:17:00,30,71,178,186,157
2023-12-24 02:12:00,30,71,178,186,157
2023-12-24 02:22:00,30,71,178,186,157
2023-12-24 03:37:00,30,69,178,186,157
2023-12-24 03:42:00,30,69,178,186,157
2023-12-24 03:47:00,30,70,178,186,157
2023-12-25 02:02:00,30,67,178,186,157
2023-12-25 02:07:00,30,66,178,186,157
2023-12-25 06:12:00,30,67,178,186,157
2023-12-25 06:37:00,30,66,178,186,157
2023-12-25 06:42:00,30,67,178,186,157
2023-12-25 06:47:00,30,66,178,186,157
2023-12-25 06:52:00,30,65,178,186,157
2023-12-25 06:57:00,30,65,178,186,157
2023-12-26 02:54:00,30,1,178,186,157
2023-12-26 02:54:00,30,3,178,186,157
2023-12-26 02:54:00,30,2,178,186,157
2023-12-26 02:55:00,30,1,178,186,157
2023-12-26 02:56:00,30,3,178,186,157
2023-12-26 02:56:00,30,1,178,186,157
2023-12-26 02:56:00,30,0,178,186,157
2023-12-26 02:57:00,30,1,178,186,157
2023-12-26 02:58:00,30,1,178,186,157
2023-12-26 02:58:00,30,2,178,186,157
2023-12-26 03:12:00,30,1,178,186,157
2023-12-26 03:13:00,30,1,178,186,157
2023-12-26 03:14:00,30,1,178,186,157
2023-12-26 03:15:00,30,3,178,186,157
2023-12-26 03:16:00,30,1,178,186,157
2023-12-26 03:16:00,30,0,178,186,157
2023-12-26 03:17:00,30,1,178,186,157
2023-12-26 03:17:00,30,2,178,186,157
2023-12-26 03:18:00,30,1,178,186,157
2023-12-26 03:19:00,30,3,178,186,157
2023-12-26 03:19:00,30,1,178,186,157
2023-12-26 03:20:00,30,1,178,186,157
2023-12-26 03:21:00,30,1,178,186,157
2023-12-26 03:21:00,30,0,178,186,157
2023-12-26 03:22:00,30,1,178,186,157
2023-12-26 03:22:00,30,2,178,186,157
2023-12-26 03:23:00,30,1,178,186,157
2023-12-26 03:25:00,30,3,178,186,157
2023-12-26 03:26:00,30,1,178,186,157
2023-12-26 03:26:00,30,0,178,186,157
2023-12-26 03:27:00,30,1,178,186,157
2023-12-26 03:27:00,30,5,178,186,157
2023-12-26 03:28:00,30,1,178,186,157
2023-12-26 03:29:00,30,1,178,186,157
2023-12-26 03:30:00,30,1,178,186,157
2023-12-26 03:33:00,30,1,178,186,157
2023-12-26 03:34:00,30,2,178,186,157
2023-12-26 03:34:00,30,3,178,186,157
2023-12-26 03:36:00,30,2,178,186,157
2023-12-26 03:36:00,30,0,178,186,157
2023-12-26 03:41:00,30,1,178,186,157
2023-12-26 03:41:00,30,0,178,186,157
2023-12-26 03:51:00,30,0,178,186,157
2023-12-26 04:01:00,30,0,178,186,157
2023-12-26 06:06:00,30,73,178,186,157
2023-12-26 06:11:00,30,71,178,186,157
2023-12-27 02:21:00,30,66,178,186,157
2023-12-27 02:31:00,30,66,178,186,157
2023-12-27 02:36:00,30,65,178,186,157
2023-12-27 02:41:00,30,67,178,186,157
2023-12-27 02:46:00,30,64,178,186,157
2023-12-27 02:51:00,30,67,178,186,157
2023-12-27 02:56:00,30,65,178,186,157
2023-12-27 03:01:00,30,67,178,186,157
2023-12-27 03:06:00,30,68,178,186,157
2023-12-27 03:11:00,30,67,178,186,157
2023-12-27 03:31:00,30,69,178,186,157
2023-12-27 03:36:00,30,68,178,186,157
2023-12-27 03:41:00,30,66,178,186,157
2023-12-27 03:46:00,30,66,178,186,157
2023-12-27 03:51:00,30,66,178,186,157
2023-12-27 03:56:00,30,68,178,186,157
2023-12-27 04:01:00,30,67,178,186,157
2023-12-27 05:36:00,30,65,178,186,157
2023-12-27 06:01:00,30,64,178,186,157
2023-12-29 02:36:00,30,59,178,186,157
2023-12-29 02:41:00,30,61,178,186,157
2023-12-29 02:46:00,30,60,178,186,157
2023-12-29 02:51:00,30,59,178,186,157
2023-12-29 02:56:00,30,57,178,186,157
2023-12-29 03:01:00,30,56,178,186,157
2023-12-29 03:06:00,30,53,178,186,157
2023-12-29 03:11:00,30,53,178,186,157
2023-12-29 03:16:00,30,51,178,186,157
2023-12-29 03:21:00,30,51,178,186,157
2023-12-29 03:26:00,30,45,178,186,157
2023-12-29 03:27:00,30,18,178,186,157
2023-12-29 03:36:00,30,100,178,186,157
2023-12-29 03:41:00,30,98,178,186,157
2023-12-29 04:36:00,30,100,178,186,157
2023-12-29 04:41:00,30,100,178,186,157
2023-12-29 04:46:00,30,100,178,186,157
2023-12-29 04:51:00,30,100,178,186,157
2023-12-29 04:56:00,30,100,178,186,157
2023-12-29 05:01:00,30,99,178,186,157
2023-12-29 05:06:00,30,100,178,186,157
2023-12-29 05:11:00,30,100,178,186,157
2023-12-29 05:16:00,30,100,178,186,157
2023-12-29 05:36:00,30,100,178,186,157
2023-12-29 05:46:00,30,100,178,186,157
2023-12-29 05:51:00,30,100,178,186,157
2023-12-29 05:56:00,30,99,178,186,157
2023-12-29 06:01:00,30,100,178,186,157
2023-12-29 06:06:00,30,100,178,186,157
2023-12-29 06:41:00,30,99,178,186,157
2023-12-29 06:46:00,30,98,178,186,157
2023-12-29 06:51:00,30,98,178,186,157
2023-12-29 06:56:00,30,97,178,186,157
2023-12-30 01:51:00,30,98,178,186,157
2023-12-30 02:26:00,30,100,178,186,157
2023-12-30 03:06:00,30,95,178,186,157
2023-12-30 03:36:00,30,98,178,186,157
2023-12-30 03:41:00,30,97,178,186,157
2023-12-30 03:46:00,30,100,178,186,157
2023-12-30 03:51:00,30,100,178,186,157
2023-12-30 03:56:00,30,100,178,186,157
2023-12-30 04:36:00,30,100,178,186,157
2023-12-30 05:21:00,30,100,178,186,157
2023-12-30 05:56:00,30,100,178,186,157
2023-12-30 06:21:00,30,100,178,186,157
2023-12-30 06:31:00,30,100,178,186,157
2023-12-30 07:01:00,30,100,178,186,157
2023-12-31 02:06:00,30,100,178,186,157
2023-12-31 02:11:00,30,100,178,186,157
2023-12-31 02:21:00,30,100,178,186,157
2023-12-31 02:31:00,30,100,178,186,157
2023-12-31 03:11:00,30,99,178,186,157
2023-12-31 03:16:00,30,100,178,186,157
2023-12-31 03:26:00,30,100,178,186,157
2023-12-31 03:31:00,30,100,178,186,157
2023-12-31 03:36:00,30,100,178,186,157
2023-12-31 03:41:00,30,100,178,186,157
2023-12-31 03:51:00,30,100,178,186,157
2023-12-31 04:41:00,30,100,178,186,157
2023-12-31 05:06:00,30,100,178,186,157
2023-12-31 05:16:00,30,64,178,186,157
2023-12-31 05:46:00,30,66,178,186,157
2023-12-31 06:01:00,30,66,178,186,157
2023-12-31 06:16:00,30,61,178,186,157
2024-01-01 01:51:00,30,70,178,186,157
2024-01-01 01:56:00,30,72,178,186,157
2024-01-01 04:11:00,30,71,178,186,157
2024-01-01 04:16:00,30,72,178,186,157
2024-01-01 04:21:00,30,70,178,186,157
2024-01-01 04:26:00,30,71,178,186,157
2024-01-01 06:46:00,30,69,178,186,157
2024-01-03 02:26:00,30,70,178,186,157
2024-01-03 02:41:00,30,69,178,186,157
2024-01-03 04:11:00,30,70,178,186,157
2024-01-03 04:16:00,30,71,178,186,157
2024-01-03 05:21:00,30,71,178,186,157
2024-01-03 05:26:00,30,71,178,186,157
2024-01-03 05:52:00,30,71,178,186,157
2024-01-03 05:56:00,30,70,178,186,157
2024-01-03 06:01:00,30,69,178,186,157
2024-01-04 02:06:00,30,69,178,186,157
2024-01-04 02:11:00,30,70,178,186,157
2024-01-04 03:46:00,30,71,178,186,157
2024-01-04 03:51:00,30,72,178,186,157
2024-01-04 03:56:00,30,72,178,186,157
2024-01-04 04:36:00,30,72,178,186,157
2024-01-04 04:41:00,30,72,178,186,157
2024-01-04 04:46:00,30,72,178,186,157
2024-01-04 04:50:00,30,71,178,186,157
2024-01-04 05:06:00,30,70,178,186,157
2024-01-04 05:11:00,30,71,178,186,157
2024-01-04 05:16:00,30,71,178,186,157
2024-01-04 05:21:00,30,72,178,186,157
2024-01-04 05:26:00,30,70,178,186,157
2024-01-04 05:30:00,30,72,178,186,157
2024-01-04 05:36:00,30,72,178,186,157
2024-01-04 05:41:00,30,71,178,186,157
2024-01-04 05:46:00,30,70,178,186,157
2024-01-04 05:51:00,30,71,178,186,157
2024-01-04 05:56:00,30,71,178,186,157
2024-01-04 06:01:00,30,71,178,186,157
2024-01-05 05:23:00,30,67,255,255,255
2024-01-05 05:43:00,30,65,255,255,255
2024-01-06 03:03:00,30,64,255,255,255
2024-01-06 03:13:00,30,63,255,255,255
2024-01-06 04:53:00,30,64,255,255,255
2024-01-06 05:18:00,30,61,255,255,255
2024-01-06 05:28:00,30,60,255,255,255
2024-01-06 05:43:00,30,59,255,255,255
2024-01-07 02:08:00,30,66,255,255,255
2024-01-07 02:13:00,30,67,255,255,255
2024-01-07 02:18:00,30,66,255,255,255
2024-01-12 02:48:00,30,2,255,255,255
2024-01-12 02:48:00,30,3,255,255,255
2024-01-12 02:49:00,30,2,255,255,255
2024-01-12 02:49:00,30,2,255,255,255
2024-01-12 02:49:00,30,4,255,255,255
2024-01-12 02:49:00,30,4,255,255,255
2024-01-12 02:49:00,30,1,255,255,255
2024-01-12 02:50:00,30,2,255,255,255
2024-01-12 02:50:00,30,1,255,255,255
2024-01-12 02:50:00,30,7,255,255,255
2024-01-12 02:50:00,30,4,255,255,255
2024-01-12 02:50:00,30,3,255,255,255
2024-01-12 02:51:00,30,4,255,255,255
2024-01-12 02:51:00,30,7,255,255,255
2024-01-12 02:51:00,30,2,255,255,255
2024-01-12 02:51:00,30,6,255,255,255
2024-01-12 02:51:00,30,5,255,255,255
2024-01-12 02:51:00,30,3,255,255,255
2024-01-12 02:52:00,30,6,255,255,255
2024-01-12 02:52:00,30,1,255,255,255
2024-01-12 02:52:00,30,2,255,255,255
2024-01-12 02:52:00,30,4,255,255,255
2024-01-12 02:53:00,30,1,255,255,255
2024-01-12 02:53:00,30,6,255,255,255
2024-01-12 02:53:00,30,4,255,255,255
2024-01-12 02:53:00,30,0,255,255,255
2024-01-12 02:53:00,30,3,255,255,255
2024-01-12 02:54:00,30,5,255,255,255
2024-01-12 02:54:00,30,1,255,255,255
2024-01-12 02:54:00,30,4,255,255,255
2024-01-12 02:54:00,30,7,255,255,255
2024-01-12 02:55:00,30,2,255,255,255
2024-01-12 03:04:00,30,3,255,255,255
2024-01-12 03:04:00,30,6,255,255,255
2024-01-12 03:05:00,30,5,255,255,255
2024-01-12 03:05:00,30,3,255,255,255
2024-01-12 03:05:00,30,4,255,255,255
2024-01-12 03:05:00,30,1,255,255,255
2024-01-12 03:05:00,30,2,255,255,255
2024-01-12 03:06:00,30,0,255,255,255
2024-01-12 03:06:00,30,3,255,255,255
2024-01-12 03:06:00,30,5,255,255,255
2024-01-12 03:07:00,30,5,255,255,255
2024-01-12 03:07:00,30,3,255,255,255
2024-01-12 03:07:00,30,2,255,255,255
2024-01-12 03:07:00,30,0,255,255,255
2024-01-12 03:07:00,30,1,255,255,255
2024-01-12 03:08:00,30,3,255,255,255
2024-01-12 03:08:00,30,4,255,255,255
2024-01-12 03:08:00,30,0,255,255,255
2024-01-12 03:08:00,30,6,255,255,255
2024-01-12 03:08:00,30,1,255,255,255
2024-01-12 03:09:00,30,0,255,255,255
2024-01-12 03:45:00,30,0,255,255,255
2024-01-12 03:45:00,30,0,255,255,255
2024-01-12 03:45:00,30,0,255,255,255
2024-01-12 03:45:00,30,3,255,255,255
2024-01-12 03:45:00,30,1,255,255,255
2024-01-12 03:45:00,30,5,255,255,255
2024-01-12 03:45:00,30,2,255,255,255
2024-01-12 03:45:00,30,4,255,255,255
2024-01-12 03:46:00,30,3,255,255,255
2024-01-12 03:46:00,30,1,255,255,255
2024-01-12 03:46:00,30,4,255,255,255
2024-01-12 03:46:00,30,0,255,255,255
2024-01-12 03:46:00,30,2,255,255,255
2024-01-12 03:46:00,30,7,255,255,255
2024-01-12 03:46:00,30,4,255,255,255
2024-01-12 03:46:00,30,2,255,255,255
2024-01-12 03:47:00,30,6,255,255,255
2024-01-12 03:47:00,30,2,255,255,255
2024-01-12 03:47:00,30,0,255,255,255
2024-01-12 03:47:00,30,2,255,255,255
2024-01-12 03:47:00,30,0,255,255,255
2024-01-12 03:47:00,30,1,255,255,255
2024-01-12 03:47:00,30,2,255,255,255
2024-01-12 03:47:00,30,3,255,255,255
2024-01-12 03:47:00,30,0,255,255,255
2024-01-12 03:48:00,30,3,255,255,255
2024-01-12 03:48:00,30,0,255,255,255
2024-01-12 03:48:00,30,4,255,255,255
2024-01-12 03:48:00,30,5,255,255,255
2024-01-12 03:48:00,30,3,255,255,255
2024-01-12 03:48:00,30,2,255,255,255
2024-01-12 03:48:00,30,7,255,255,255
2024-01-12 03:48:00,30,5,255,255,255
2024-01-12 03:48:00,30,0,255,255,255
2024-01-12 03:49:00,30,5,255,255,255
2024-01-12 03:49:00,30,3,255,255,255
2024-01-12 03:49:00,30,1,255,255,255
2024-01-12 03:49:00,30,3,255,255,255
2024-01-12 03:49:00,30,2,255,255,255
2024-01-12 03:49:00,30,5,255,255,255
2024-01-12 03:49:00,30,0,255,255,255
2024-01-12 03:49:00,30,3,255,255,255
2024-01-12 03:49:00,30,4,255,255,255
2024-01-12 03:50:00,30,4,255,255,255
2024-01-12 03:50:00,30,1,255,255,255
2024-01-12 03:50:00,30,5,255,255,255
2024-01-12 03:50:00,30,2,255,255,255
2024-01-12 03:50:00,30,0,255,255,255
2024-01-12 03:50:00,30,3,255,255,255
2024-01-12 03:51:00,30,1,255,255,255
2024-01-12 03:51:00,30,4,255,255,255
2024-01-12 03:51:00,30,2,255,255,255
2024-01-12 03:51:00,30,5,255,255,255
2024-01-12 03:51:00,30,6,255,255,255
2024-01-12 03:51:00,30,6,255,255,255
2024-01-12 03:51:00,30,2,255,255,255
2024-01-12 03:51:00,30,0,255,255,255
2024-01-12 03:52:00,30,5,255,255,255
2024-01-12 03:52:00,30,4,255,255,255
2024-01-12 03:52:00,30,1,255,255,255
2024-01-12 03:52:00,30,0,255,255,255
2024-01-12 03:52:00,30,1,255,255,255
2024-01-12 03:52:00,30,0,255,255,255
2024-01-12 03:52:00,30,4,255,255,255
2024-01-12 03:52:00,30,0,255,255,255
2024-01-12 03:53:00,30,0,255,255,255
2024-01-12 03:53:00,30,4,255,255,255
2024-01-12 03:53:00,30,0,255,255,255
2024-01-12 03:53:00,30,0,255,255,255
2024-01-12 03:53:00,30,3,255,255,255
2024-01-12 03:53:00,30,7,255,255,255
2024-01-12 03:53:00,30,5,255,255,255
2024-01-12 03:54:00,30,1,255,255,255
2024-01-12 03:54:00,30,0,255,255,255
2024-01-12 03:54:00,30,0,255,255,255
2024-01-12 03:54:00,30,0,255,255,255
2024-01-12 03:54:00,30,4,255,255,255
2024-01-12 03:54:00,30,2,255,255,255
2024-01-12 03:55:00,30,1,255,255,255
2024-01-12 03:55:00,30,3,255,255,255
2024-01-12 03:55:00,30,0,255,255,255
2024-01-12 03:55:00,30,4,255,255,255
2024-01-12 03:55:00,30,0,255,255,255
2024-01-12 03:56:00,30,0,255,255,255
2024-01-12 03:56:00,30,0,255,255,255
2024-01-12 03:56:00,30,0,255,255,255
2024-01-12 03:56:00,30,5,255,255,255
2024-01-12 03:56:00,30,1,255,255,255
2024-01-12 03:56:00,30,1,255,255,255
2024-01-12 03:56:00,30,2,255,255,255
2024-01-12 03:56:00,30,1,255,255,255
2024-01-12 03:57:00,30,1,255,255,255
2024-01-12 03:57:00,30,0,255,255,255
2024-01-12 03:57:00,30,3,255,255,255
2024-01-12 03:57:00,30,0,255,255,255
2024-01-12 03:57:00,30,0,255,255,255
2024-01-12 03:57:00,30,3,255,255,255
2024-01-12 03:57:00,30,3,255,255,255
2024-01-12 03:57:00,30,0,255,255,255
2024-01-12 03:57:00,30,0,255,255,255
2024-01-12 03:58:00,30,0,255,255,255
2024-01-12 03:58:00,30,5,255,255,255
2024-01-12 03:58:00,30,2,255,255,255
2024-01-12 03:58:00,30,4,255,255,255
2024-01-12 03:58:00,30,0,255,255,255
2024-01-12 03:58:00,30,1,255,255,255
2024-01-12 03:58:00,30,0,255,255,255
2024-01-12 03:58:00,30,3,255,255,255
2024-01-12 03:58:00,30,3,255,255,255
2024-01-12 03:59:00,30,1,255,255,255
2024-01-12 03:59:00,30,1,255,255,255
2024-01-12 03:59:00,30,4,255,255,255
2024-01-12 03:59:00,30,4,255,255,255
2024-01-12 03:59:00,30,0,255,255,255
2024-01-12 03:59:00,30,5,255,255,255
2024-01-12 03:59:00,30,1,255,255,255
2024-01-12 03:59:00,30,5,255,255,255
2024-01-12 04:00:00,30,0,255,255,255
2024-01-12 04:00:00,30,5,255,255,255
2024-01-12 04:00:00,30,0,255,255,255
2024-01-12 04:00:00,30,1,255,255,255
2024-01-12 04:00:00,30,2,255,255,255
2024-01-12 04:00:00,30,3,255,255,255
2024-01-12 04:00:00,30,0,255,255,255
2024-01-12 04:00:00,30,5,255,255,255
2024-01-12 04:00:00,30,5,255,255,255
2024-01-12 04:01:00,30,0,255,255,255
2024-01-12 04:01:00,30,0,255,255,255
2024-01-12 04:01:00,30,0,255,255,255
2024-01-12 04:01:00,30,4,255,255,255
2024-01-12 04:01:00,30,1,255,255,255
2024-01-12 04:01:00,30,6,255,255,255
2024-01-12 04:01:00,30,5,255,255,255
2024-01-12 04:01:00,30,3,255,255,255
2024-01-12 04:01:00,30,0,255,255,255
2024-01-12 04:02:00,30,3,255,255,255
2024-01-12 04:02:00,30,0,255,255,255
2024-01-12 04:02:00,30,0,255,255,255
2024-01-12 04:02:00,30,3,255,255,255
2024-01-12 04:02:00,30,0,255,255,255
2024-01-12 04:02:00,30,0,255,255,255
2024-01-12 04:02:00,30,0,255,255,255
2024-01-12 04:02:00,30,3,255,255,255
2024-01-12 04:02:00,30,0,255,255,255
2024-01-12 04:03:00,30,0,255,255,255
2024-01-12 04:03:00,30,0,255,255,255
2024-01-12 04:03:00,30,1,255,255,255
2024-01-12 04:03:00,30,0,255,255,255
2024-01-12 04:03:00,30,0,255,255,255
2024-01-12 04:03:00,30,3,255,255,255
2024-01-12 04:03:00,30,4,255,255,255
2024-01-12 04:03:00,30,0,255,255,255
2024-01-12 04:03:00,30,0,255,255,255
2024-01-12 04:04:00,30,0,255,255,255
2024-01-12 04:04:00,30,0,255,255,255
2024-01-12 04:04:00,30,0,255,255,255
2024-01-12 04:04:00,30,1,255,255,255
2024-01-12 04:04:00,30,2,255,255,255
2024-01-12 04:04:00,30,0,255,255,255
2024-01-12 04:04:00,30,0,255,255,255
2024-01-12 04:04:00,30,0,255,255,255
2024-01-12 04:04:00,30,2,255,255,255
2024-01-12 04:04:00,30,0,255,255,255
2024-01-12 04:05:00,30,0,255,255,255
2024-01-12 04:05:00,30,0,255,255,255
2024-01-12 04:05:00,30,0,255,255,255
2024-01-12 04:05:00,30,1,255,255,255
2024-01-12 04:05:00,30,0,255,255,255
2024-01-12 04:05:00,30,0,255,255,255
2024-01-12 04:05:00,30,0,255,255,255
2024-01-12 04:06:00,30,0,255,255,255
2024-01-12 04:06:00,30,2,255,255,255
2024-01-12 04:06:00,30,2,255,255,255
2024-01-12 04:06:00,30,0,255,255,255
2024-01-12 04:06:00,30,0,255,255,255
2024-01-12 04:07:00,30,0,255,255,255
2024-01-12 04:55:00,30,5,255,255,255
2024-01-12 04:55:00,30,0,255,255,255
2024-01-12 04:56:00,30,3,255,255,255
2024-01-12 04:56:00,30,2,255,255,255
2024-01-12 04:56:00,30,0,255,255,255
2024-01-12 04:56:00,30,3,255,255,255
2024-01-12 04:56:00,30,0,255,255,255
2024-01-12 04:56:00,30,3,255,255,255
2024-01-12 04:56:00,30,6,255,255,255
2024-01-12 04:56:00,30,5,255,255,255
2024-01-12 04:56:00,30,6,255,255,255
2024-01-12 04:57:00,30,7,255,255,255
2024-01-12 04:57:00,30,1,255,255,255
2024-01-12 04:57:00,30,3,255,255,255
2024-01-12 04:57:00,30,3,255,255,255
2024-01-12 04:57:00,30,3,255,255,255
2024-01-12 04:57:00,30,5,255,255,255
2024-01-12 04:57:00,30,4,255,255,255
2024-01-12 04:57:00,30,1,255,255,255
2024-01-12 04:57:00,30,2,255,255,255
2024-01-12 04:58:00,30,3,255,255,255
2024-01-12 04:58:00,30,3,255,255,255
2024-01-12 04:58:00,30,0,255,255,255
2024-01-12 04:58:00,30,4,255,255,255
2024-01-12 04:58:00,30,2,255,255,255
2024-01-12 04:58:00,30,2,255,255,255
2024-01-12 04:58:00,30,2,255,255,255
2024-01-12 04:58:00,30,2,255,255,255
2024-01-12 04:59:00,30,2,255,255,255
2024-01-12 04:59:00,30,0,255,255,255
2024-01-12 04:59:00,30,0,255,255,255
2024-01-12 04:59:00,30,2,255,255,255
2024-01-12 04:59:00,30,3,255,255,255
2024-01-12 04:59:00,30,2,255,255,255
2024-01-12 04:59:00,30,0,255,255,255
2024-01-12 04:59:00,30,0,255,255,255
2024-01-12 05:00:00,30,0,255,255,255
2024-01-12 05:00:00,30,1,255,255,255
2024-01-12 05:00:00,30,4,255,255,255
2024-01-12 05:00:00,30,3,255,255,255
2024-01-12 05:00:00,30,2,255,255,255
2024-01-12 05:01:00,30,3,255,255,255
2024-01-12 05:01:00,30,0,255,255,255
2024-01-12 05:01:00,30,2,255,255,255
2024-01-12 05:01:00,30,2,255,255,255
2024-01-12 05:01:00,30,3,255,255,255
2024-01-12 05:01:00,30,0,255,255,255
2024-01-12 05:02:00,30,0,255,255,255
2024-01-12 05:02:00,30,3,255,255,255
2024-01-12 05:02:00,30,5,255,255,255
2024-01-12 05:02:00,30,1,255,255,255
2024-01-12 05:02:00,30,2,255,255,255
2024-01-12 05:02:00,30,4,255,255,255
2024-01-12 05:02:00,30,3,255,255,255
2024-01-12 05:03:00,30,3,255,255,255
2024-01-12 05:03:00,30,0,255,255,255
2024-01-12 05:03:00,30,1,255,255,255
2024-01-12 05:03:00,30,7,255,255,255
2024-01-12 05:04:00,30,5,255,255,255
2024-01-12 05:04:00,30,1,255,255,255
2024-01-12 05:04:00,30,0,255,255,255
2024-01-12 05:04:00,30,0,255,255,255
2024-01-12 05:04:00,30,3,255,255,255
2024-01-12 05:04:00,30,4,255,255,255
2024-01-12 05:04:00,30,5,255,255,255
2024-01-12 05:05:00,30,0,255,255,255
2024-01-12 05:05:00,30,4,255,255,255
2024-01-12 05:05:00,30,3,255,255,255
2024-01-12 05:05:00,30,1,255,255,255
2024-01-12 05:05:00,30,1,255,255,255
2024-01-12 05:05:00,30,2,255,255,255
2024-01-12 05:06:00,30,0,255,255,255
2024-01-12 05:06:00,30,0,255,255,255
2024-01-12 05:06:00,30,1,255,255,255
2024-01-12 05:06:00,30,2,255,255,255
2024-01-12 05:06:00,30,1,255,255,255
2024-01-12 05:06:00,30,1,255,255,255
2024-01-12 05:06:00,30,5,255,255,255
2024-01-12 05:06:00,30,4,255,255,255
2024-01-12 05:06:00,30,4,255,255,255
2024-01-12 05:07:00,30,3,255,255,255
2024-01-12 05:07:00,30,0,255,255,255
2024-01-12 05:08:00,30,1,255,255,255
2024-01-12 05:08:00,30,3,255,255,255
2024-01-12 05:08:00,30,0,255,255,255
2024-01-12 05:08:00,30,0,255,255,255
2024-01-12 05:09:00,30,0,255,255,255
2024-01-12 05:09:00,30,2,255,255,255
2024-01-12 05:09:00,30,1,255,255,255
2024-01-12 05:09:00,30,3,255,255,255
2024-01-12 05:09:00,30,0,255,255,255
2024-01-12 05:09:00,30,0,255,255,255
2024-01-12 05:09:00,30,1,255,255,255
2024-01-12 05:09:00,30,0,255,255,255
2024-01-12 05:09:00,30,1,255,255,255
2024-01-12 05:10:00,30,5,255,255,255
2024-01-12 05:10:00,30,2,255,255,255
2024-01-12 05:10:00,30,0,255,255,255
2024-01-12 05:10:00,30,2,255,255,255
2024-01-12 05:10:00,30,0,255,255,255
2024-01-12 05:10:00,30,0,255,255,255
2024-01-12 05:10:00,30,0,255,255,255
2024-01-12 05:10:00,30,1,255,255,255
2024-01-12 05:10:00,30,0,255,255,255
2024-01-12 05:11:00,30,0,255,255,255
2024-01-12 05:11:00,30,0,255,255,255
2024-01-12 05:11:00,30,1,255,255,255
2024-01-12 05:11:00,30,3,255,255,255
2024-01-12 05:11:00,30,0,255,255,255
2024-01-12 05:11:00,30,0,255,255,255
2024-01-12 05:11:00,30,0,255,255,255
2024-01-12 05:11:00,30,2,255,255,255
2024-01-12 05:12:00,30,0,255,255,255
2024-01-12 05:12:00,30,0,255,255,255
2024-01-12 05:12:00,30,2,255,255,255
2024-01-12 05:12:00,30,0,255,255,255
2024-01-12 05:12:00,30,0,255,255,255
2024-01-12 05:12:00,30,1,255,255,255
2024-01-12 05:12:00,30,0,255,255,255
2024-01-12 05:13:00,30,0,255,255,255
2024-01-12 05:13:00,30,0,255,255,255
2024-01-12 05:13:00,30,1,255,255,255
2024-01-12 05:13:00,30,0,255,255,255
2024-01-12 05:13:00,30,0,255,255,255
2024-01-12 05:13:00,30,1,255,255,255
2024-01-12 05:13:00,30,0,255,255,255
2024-01-12 05:13:00,30,0,255,255,255
2024-01-12 05:13:00,30,0,255,255,255
2024-01-12 05:14:00,30,0,255,255,255
2024-01-12 05:14:00,30,2,255,255,255
2024-01-12 05:14:00,30,0,255,255,255
2024-01-12 05:14:00,30,1,255,255,255
2024-01-12 05:15:00,30,0,255,255,255
2024-01-12 05:15:00,30,3,255,255,255
2024-01-12 05:15:00,30,1,255,255,255
2024-01-12 05:15:00,30,2,255,255,255
2024-01-12 05:15:00,30,5,255,255,255
2024-01-12 05:15:00,30,4,255,255,255
2024-01-12 05:16:00,30,0,255,255,255
2024-01-12 05:16:00,30,3,255,255,255
2024-01-12 05:16:00,30,2,255,255,255
2024-01-12 05:16:00,30,4,255,255,255
2024-01-12 05:16:00,30,1,255,255,255
2024-01-12 05:17:00,30,4,255,255,255
2024-01-12 05:17:00,30,0,255,255,255
2024-01-12 05:17:00,30,5,255,255,255
2024-01-12 05:17:00,30,1,255,255,255
2024-01-12 05:18:00,30,5,255,255,255
2024-01-12 05:18:00,30,3,255,255,255
2024-01-12 05:18:00,30,4,255,255,255
2024-01-12 05:18:00,30,0,255,255,255
2024-01-12 05:18:00,30,0,255,255,255
2024-01-12 05:18:00,30,0,255,255,255
2024-01-12 05:18:00,30,3,255,255,255
2024-01-12 05:19:00,30,2,255,255,255
2024-01-12 05:19:00,30,4,255,255,255
2024-01-12 05:19:00,30,1,255,255,255
2024-01-12 05:19:00,30,0,255,255,255
2024-01-12 05:19:00,30,0,255,255,255
2024-01-12 05:19:00,30,3,255,255,255
2024-01-12 05:19:00,30,2,255,255,255
2024-01-12 05:19:00,30,4,255,255,255
2024-01-12 05:19:00,30,4,255,255,255
2024-01-12 05:20:00,30,1,255,255,255
2024-01-12 05:20:00,30,0,255,255,255
2024-01-12 05:20:00,30,4,255,255,255
2024-01-12 05:20:00,30,0,255,255,255
2024-01-12 05:20:00,30,0,255,255,255
2024-01-12 05:20:00,30,2,255,255,255
2024-01-12 05:20:00,30,0,255,255,255
2024-01-12 05:20:00,30,1,255,255,255
2024-01-12 05:20:00,30,1,255,255,255
2024-01-12 05:21:00,30,0,255,255,255
2024-01-12 05:21:00,30,0,255,255,255
