date,tempreature,humidity,N,P,K
2023-12-12 15:11:00,18,63,178,186,157
2023-12-12 15:11:00,18,62,178,186,157
2023-12-12 15:11:00,18,60,178,186,157
2023-12-12 15:13:00,18,64,178,186,157
2023-12-12 15:13:00,18,62,178,186,157
2023-12-12 15:15:00,18,59,178,186,157
2023-12-12 15:15:00,18,59,178,186,157
2023-12-12 15:16:00,18,61,178,186,157
2023-12-12 15:16:00,18,60,178,186,157
2023-12-12 15:16:00,18,60,178,186,157
2023-12-12 15:16:00,18,65,178,186,157
2023-12-12 15:17:00,18,62,178,186,157
2023-12-12 15:17:00,18,63,178,186,157
2023-12-12 15:17:00,18,60,178,186,157
2023-12-12 15:17:00,18,60,178,186,157
2023-12-12 15:18:00,18,61,178,186,157
2023-12-12 15:18:00,18,62,178,186,157
2023-12-12 15:19:00,18,58,178,186,157
2023-12-12 15:19:00,18,59,178,186,157
2023-12-12 15:19:00,18,61,178,186,157
2023-12-12 15:20:00,18,60,178,186,157
2023-12-12 15:20:00,18,61,178,186,157
2023-12-12 15:20:00,18,58,178,186,157
2023-12-12 15:20:00,18,62,178,186,157
2023-12-12 15:20:00,18,59,178,186,157
2023-12-12 15:20:00,18,61,178,186,157
2023-12-12 15:21:00,18,62,178,186,157
2023-12-12 15:21:00,18,63,178,186,157
2023-12-12 15:22:00,18,59,178,186,157
2023-12-12 15:22:00,18,60,178,186,157
2023-12-12 15:23:00,18,59,178,186,157
2023-12-12 15:23:00,18,61,178,186,157
2023-12-12 15:23:00,18,54,178,186,157
2023-12-12 15:24:00,18,59,178,186,157
2023-12-12 15:25:00,18,61,178,186,157
2023-12-12 15:25:00,18,63,178,186,157
2023-12-12 15:25:00,18,59,178,186,157
2023-12-12 15:26:00,18,62,178,186,157
2023-12-12 15:26:00,18,61,178,186,157
2023-12-12 15:26:00,18,60,178,186,157
2023-12-12 15:26:00,18,63,178,186,157
2023-12-12 15:27:00,18,60,178,186,157
2023-12-12 15:27:00,18,59,178,186,157
2023-12-12 15:28:00,18,63,178,186,157
2023-12-12 15:28:00,18,61,178,186,157
2023-12-12 15:28:00,18,60,178,186,157
2023-12-12 15:29:00,18,61,178,186,157
2023-12-12 15:29:00,18,60,178,186,157
2023-12-12 15:30:00,18,60,178,186,157
2023-12-12 15:30:00,18,61,178,186,157
2023-12-12 15:30:00,18,63,178,186,157
2023-12-12 15:30:00,18,62,178,186,157
2023-12-12 15:31:00,18,61,178,186,157
2023-12-12 15:32:00,18,61,178,186,157
2023-12-12 15:32:00,18,61,178,186,157
2023-12-12 15:33:00,18,60,178,186,157
2023-12-12 15:34:00,18,60,178,186,157
2023-12-12 15:35:00,18,59,178,186,157
2023-12-12 15:35:00,18,61,178,186,157
2023-12-12 15:35:00,18,60,178,186,157
2023-12-12 15:35:00,18,60,178,186,157
2023-12-12 15:35:00,18,60,178,186,157
2023-12-12 15:36:00,18,60,178,186,157
2023-12-12 15:36:00,18,58,178,186,157
2023-12-12 15:36:00,18,61,178,186,157
2023-12-12 15:36:00,18,62,178,186,157
2023-12-12 15:37:00,18,60,178,186,157
2023-12-12 15:38:00,18,62,178,186,157
2023-12-12 15:38:00,18,63,178,186,157
2023-12-12 15:38:00,18,60,178,186,157
2023-12-12 15:38:00,18,59,178,186,157
2023-12-12 15:39:00,18,62,178,186,157
2023-12-12 15:39:00,18,62,178,186,157
2023-12-12 15:39:00,18,60,178,186,157
2023-12-12 15:39:00,18,60,178,186,157
2023-12-12 15:39:00,18,58,178,186,157
2023-12-12 15:40:00,18,60,178,186,157
2023-12-12 15:40:00,18,59,178,186,157
2023-12-12 15:40:00,18,65,178,186,157
2023-12-12 15:40:00,18,61,178,186,157
2023-12-12 15:40:00,18,62,178,186,157
2023-12-12 15:41:00,18,58,178,186,157
2023-12-12 15:41:00,18,59,178,186,157
2023-12-12 15:41:00,18,60,178,186,157
2023-12-12 15:41:00,18,62,178,186,157
2023-12-12 15:42:00,18,59,178,186,157
2023-12-12 15:42:00,18,61,178,186,157
2023-12-12 15:42:00,18,60,178,186,157
2023-12-12 15:42:00,18,62,178,186,157
2023-12-12 15:42:00,18,63,178,186,157
2023-12-12 15:43:00,18,62,178,186,157
2023-12-12 15:43:00,18,59,178,186,157
2023-12-12 15:43:00,18,62,178,186,157
2023-12-12 15:43:00,18,58,178,186,157
2023-12-12 15:44:00,18,63,178,186,157
2023-12-12 15:44:00,18,63,178,186,157
2023-12-12 15:45:00,18,60,178,186,157
2023-12-12 15:45:00,18,60,178,186,157
2023-12-12 15:45:00,18,62,178,186,157
2023-12-12 15:46:00,18,63,178,186,157
2023-12-12 15:46:00,18,63,178,186,157
2023-12-12 15:46:00,18,60,178,186,157
2023-12-12 15:46:00,18,61,178,186,157
2023-12-12 15:47:00,18,60,178,186,157
2023-12-12 15:47:00,18,59,178,186,157
2023-12-12 15:47:00,18,60,178,186,157
2023-12-12 15:47:00,18,58,178,186,157
2023-12-12 15:48:00,18,63,178,186,157
2023-12-12 15:50:00,18,59,178,186,157
2023-12-12 15:51:00,18,60,178,186,157
2023-12-12 15:52:00,18,58,178,186,157
2023-12-12 15:53:00,18,61,178,186,157
2023-12-12 17:12:00,18,58,178,186,157
2023-12-12 17:12:00,18,60,178,186,157
2023-12-12 17:13:00,18,58,178,186,157
2023-12-12 17:13:00,18,60,178,186,157
2023-12-12 17:13:00,18,58,178,186,157
2023-12-12 17:14:00,18,58,178,186,157
2023-12-12 17:14:00,18,60,178,186,157
2023-12-12 17:15:00,18,58,178,186,157
2023-12-12 17:15:00,18,60,178,186,157
2023-12-12 17:16:00,18,61,178,186,157
2023-12-12 17:16:00,18,59,178,186,157
2023-12-12 17:17:00,18,58,178,186,157
2023-12-12 17:17:00,18,59,178,186,157
2023-12-12 17:18:00,18,56,178,186,157
2023-12-12 17:18:00,18,59,178,186,157
2023-12-12 17:19:00,18,58,178,186,157
2023-12-12 17:19:00,18,60,178,186,157
2023-12-12 17:20:00,18,59,178,186,157
2023-12-12 17:20:00,18,61,178,186,157
2023-12-12 17:21:00,18,59,178,186,157
2023-12-12 17:21:00,18,58,178,186,157
2023-12-12 17:21:00,18,59,178,186,157
2023-12-12 17:23:00,18,58,178,186,157
2023-12-12 17:23:00,18,58,178,186,157
2023-12-12 17:23:00,18,59,178,186,157
2023-12-12 17:24:00,18,59,178,186,157
2023-12-12 17:24:00,18,61,178,186,157
2023-12-12 17:24:00,18,57,178,186,157
2023-12-12 17:25:00,18,58,178,186,157
2023-12-12 17:25:00,18,59,178,186,157
2023-12-12 17:26:00,18,60,178,186,157
2023-12-12 17:27:00,18,58,178,186,157
2023-12-12 17:28:00,18,61,178,186,157
2023-12-12 17:29:00,18,58,178,186,157
2023-12-12 17:29:00,18,60,178,186,157
2023-12-12 17:31:00,18,59,178,186,157
2023-12-12 17:31:00,18,57,178,186,157
2023-12-12 17:32:00,18,59,178,186,157
2023-12-12 17:33:00,18,58,178,186,157
2023-12-12 17:33:00,18,57,178,186,157
2023-12-12 17:33:00,18,63,178,186,157
2023-12-12 17:33:00,18,60,178,186,157
2023-12-12 17:34:00,18,60,178,186,157
2023-12-12 17:34:00,18,57,178,186,157
2023-12-12 17:35:00,18,61,178,186,157
2023-12-12 17:36:00,18,55,178,186,157
2023-12-12 17:37:00,18,59,178,186,157
2023-12-12 17:37:00,18,57,178,186,157
2023-12-12 17:37:00,18,60,178,186,157
2023-12-12 17:38:00,18,58,178,186,157
2023-12-12 17:38:00,18,56,178,186,157
2023-12-12 17:38:00,18,59,178,186,157
2023-12-12 17:39:00,18,60,178,186,157
2023-12-12 17:40:00,18,61,178,186,157
2023-12-12 17:40:00,18,59,178,186,157
2023-12-12 17:40:00,18,60,178,186,157
2023-12-12 17:41:00,18,59,178,186,157
2023-12-12 17:41:00,18,60,178,186,157
2023-12-12 17:41:00,18,58,178,186,157
2023-12-12 17:42:00,18,60,178,186,157
2023-12-12 17:43:00,18,62,178,186,157
2023-12-12 17:43:00,18,60,178,186,157
2023-12-12 17:43:00,18,59,178,186,157
2023-12-12 17:43:00,18,58,178,186,157
2023-12-12 17:43:00,18,57,178,186,157
2023-12-12 17:45:00,18,55,178,186,157
2023-12-12 17:46:00,18,57,178,186,157
2023-12-12 17:46:00,18,56,178,186,157
2023-12-12 17:46:00,18,55,178,186,157
2023-12-12 17:46:00,18,56,178,186,157
2023-12-12 17:48:00,18,57,178,186,157
2023-12-12 17:48:00,18,56,178,186,157
2023-12-12 17:49:00,18,56,178,186,157
2023-12-12 17:49:00,18,59,178,186,157
2023-12-12 17:49:00,18,57,178,186,157
2023-12-12 17:51:00,18,60,178,186,157
2023-12-12 17:51:00,18,55,178,186,157
2023-12-12 17:52:00,18,55,178,186,157
2023-12-12 17:52:00,18,57,178,186,157
2023-12-12 17:53:00,18,60,178,186,157
2023-12-12 17:53:00,18,59,178,186,157
2023-12-12 17:53:00,18,58,178,186,157
2023-12-12 17:53:00,18,56,178,186,157
2023-12-12 17:53:00,18,56,178,186,157
2023-12-12 17:54:00,18,57,178,186,157
2023-12-12 17:55:00,18,56,178,186,157
2023-12-12 17:55:00,18,47,178,186,157
2023-12-12 17:55:00,18,57,178,186,157
2023-12-12 17:55:00,18,55,178,186,157
2023-12-12 17:56:00,18,58,178,186,157
2023-12-12 17:56:00,18,57,178,186,157
2023-12-12 17:56:00,18,55,178,186,157
2023-12-12 17:57:00,18,56,178,186,157
2023-12-12 17:57:00,18,60,178,186,157
2023-12-12 17:58:00,18,58,178,186,157
2023-12-12 17:58:00,18,59,178,186,157
2023-12-12 17:59:00,18,58,178,186,157
2023-12-12 18:00:00,18,55,178,186,157
2023-12-12 18:00:00,18,56,178,186,157
2023-12-12 18:01:00,18,58,178,186,157
2023-12-12 18:03:00,18,55,178,186,157
2023-12-12 18:03:00,18,56,178,186,157
2023-12-12 18:03:00,18,56,178,186,157
2023-12-12 18:03:00,18,55,178,186,157
2023-12-12 18:04:00,18,58,178,186,157
2023-12-12 18:05:00,18,55,178,186,157
2023-12-12 18:05:00,18,55,178,186,157
2023-12-12 18:05:00,18,56,178,186,157
2023-12-12 18:05:00,18,58,178,186,157
2023-12-12 18:06:00,18,55,178,186,157
2023-12-12 18:06:00,18,59,178,186,157
2023-12-12 18:07:00,18,59,178,186,157
2023-12-12 18:07:00,18,59,178,186,157
2023-12-12 18:08:00,18,60,178,186,157
2023-12-12 18:09:00,18,59,178,186,157
2023-12-12 18:09:00,18,56,178,186,157
2023-12-12 18:09:00,18,55,178,186,157
2023-12-12 18:10:00,18,59,178,186,157
2023-12-12 18:10:00,18,58,178,186,157
2023-12-12 18:10:00,18,59,178,186,157
2023-12-12 18:10:00,18,59,178,186,157
2023-12-12 18:11:00,18,56,178,186,157
2023-12-12 18:11:00,18,57,178,186,157
2023-12-12 18:12:00,18,59,178,186,157
2023-12-12 18:12:00,18,61,178,186,157
2023-12-12 18:12:00,18,56,178,186,157
2023-12-12 18:12:00,18,56,178,186,157
2023-12-12 18:12:00,18,59,178,186,157
2023-12-12 18:13:00,18,61,178,186,157
2023-12-12 18:13:00,18,55,178,186,157
2023-12-12 18:14:00,18,54,178,186,157
2023-12-12 18:14:00,18,54,178,186,157
2023-12-12 18:14:00,18,51,178,186,157
2023-12-12 18:14:00,18,57,178,186,157
2023-12-12 18:14:00,18,55,178,186,157
2023-12-12 18:15:00,18,55,178,186,157
2023-12-12 18:15:00,18,57,178,186,157
2023-12-12 18:15:00,18,60,178,186,157
2023-12-12 18:16:00,18,57,178,186,157
2023-12-12 18:16:00,18,56,178,186,157
2023-12-12 18:16:00,18,59,178,186,157
2023-12-12 18:17:00,18,55,178,186,157
2023-12-12 18:17:00,18,57,178,186,157
2023-12-12 18:17:00,18,55,178,186,157
2023-12-12 18:18:00,18,58,178,186,157
2023-12-12 18:18:00,18,57,178,186,157
2023-12-12 18:18:00,18,58,178,186,157
2023-12-12 18:18:00,18,56,178,186,157
2023-12-12 18:21:00,18,58,178,186,157
2023-12-12 18:22:00,18,58,178,186,157
2023-12-12 18:23:00,18,55,178,186,157
2023-12-13 10:08:00,18,59,178,186,157
2023-12-13 10:13:00,18,60,178,186,157
2023-12-13 10:18:00,18,58,178,186,157
2023-12-14 00:08:00,18,60,178,186,157
2023-12-14 00:13:00,18,61,178,186,157
2023-12-14 00:18:00,18,57,178,186,157
2023-12-14 00:23:00,18,58,178,186,157
2023-12-14 00:28:00,18,59,178,186,157
2023-12-14 00:33:00,18,60,178,186,157
2023-12-14 00:38:00,18,60,178,186,157
2023-12-14 00:43:00,18,60,178,186,157
2023-12-14 01:48:00,18,60,178,186,157
2023-12-14 08:03:00,18,62,178,186,157
2023-12-14 08:08:00,18,62,178,186,157
2023-12-14 08:13:00,18,61,178,186,157
2023-12-14 08:18:00,18,62,178,186,157
2023-12-15 00:13:00,18,70,178,186,157
2023-12-15 00:18:00,18,69,178,186,157
2023-12-15 00:23:00,18,71,178,186,157
2023-12-15 00:28:00,18,70,178,186,157
2023-12-15 00:33:00,18,72,178,186,157
2023-12-15 00:38:00,18,73,178,186,157
2023-12-15 09:08:00,18,63,178,186,157
2023-12-15 09:13:00,18,62,178,186,157
2023-12-15 09:18:00,18,63,178,186,157
2023-12-15 09:23:00,18,62,178,186,157
2023-12-15 09:28:00,18,64,178,186,157
2023-12-15 09:33:00,18,62,178,186,157
2023-12-15 09:38:00,18,62,178,186,157
2023-12-15 09:43:00,18,61,178,186,157
2023-12-15 09:48:00,18,61,178,186,157
2023-12-15 09:53:00,18,62,178,186,157
2023-12-15 09:58:00,18,62,178,186,157
2023-12-15 10:03:00,18,62,178,186,157
2023-12-15 10:08:00,18,63,178,186,157
2023-12-15 10:13:00,18,64,178,186,157
2023-12-15 10:18:00,18,61,178,186,157
2023-12-15 10:23:00,18,61,178,186,157
2023-12-15 10:28:00,18,62,178,186,157
2023-12-16 00:02:00,18,87,178,186,157
2023-12-16 10:47:00,18,60,178,186,157
2023-12-16 10:52:00,18,59,178,186,157
2023-12-16 11:07:00,18,58,178,186,157
2023-12-16 11:12:00,18,59,178,186,157
2023-12-16 11:17:00,18,58,178,186,157
2023-12-16 11:22:00,18,59,178,186,157
2023-12-16 11:27:00,18,59,178,186,157
2023-12-16 11:32:00,18,60,178,186,157
2023-12-16 11:37:00,18,60,178,186,157
2023-12-16 11:42:00,18,58,178,186,157
2023-12-17 08:27:00,18,48,178,186,157
2023-12-17 08:32:00,18,48,178,186,157
2023-12-17 08:37:00,18,47,178,186,157
2023-12-17 08:42:00,18,49,178,186,157
2023-12-17 08:47:00,18,49,178,186,157
2023-12-17 08:52:00,18,48,178,186,157
2023-12-17 08:57:00,18,49,178,186,157
2023-12-17 09:02:00,18,47,178,186,157
2023-12-17 09:07:00,18,49,178,186,157
2023-12-18 01:42:00,18,68,178,186,157
2023-12-18 01:47:00,18,69,178,186,157
2023-12-18 01:52:00,18,68,178,186,157
2023-12-18 01:57:00,18,68,178,186,157
2023-12-18 02:02:00,18,69,178,186,157
2023-12-18 02:07:00,18,68,178,186,157
2023-12-18 02:12:00,18,67,178,186,157
2023-12-18 02:17:00,18,67,178,186,157
2023-12-18 02:22:00,18,70,178,186,157
2023-12-18 02:27:00,18,69,178,186,157
2023-12-18 02:57:00,18,69,178,186,157
2023-12-18 03:02:00,18,67,178,186,157
2023-12-18 03:07:00,18,68,178,186,157
2023-12-18 03:12:00,18,68,178,186,157
2023-12-18 03:17:00,18,69,178,186,157
2023-12-18 03:22:00,18,70,178,186,157
2023-12-18 03:27:00,18,70,178,186,157
2023-12-18 03:32:00,18,68,178,186,157
2023-12-18 03:37:00,18,68,178,186,157
2023-12-18 03:42:00,18,70,178,186,157
2023-12-18 03:52:00,18,68,178,186,157
2023-12-18 03:57:00,18,69,178,186,157
2023-12-18 04:02:00,18,69,178,186,157
2023-12-18 04:07:00,18,68,178,186,157
2023-12-18 05:47:00,18,70,178,186,157
2023-12-18 05:52:00,18,73,178,186,157
2023-12-18 05:57:00,18,71,178,186,157
2023-12-18 06:07:00,18,70,178,186,157
2023-12-18 06:12:00,18,71,178,186,157
2023-12-18 06:32:00,18,70,178,186,157
2023-12-18 06:37:00,18,70,178,186,157
2023-12-18 06:42:00,18,72,178,186,157
2023-12-18 06:47:00,18,71,178,186,157
2023-12-18 07:37:00,18,70,178,186,157
2023-12-18 07:42:00,18,73,178,186,157
2023-12-19 04:12:00,18,7,178,186,157
2023-12-19 04:12:00,18,74,178,186,157
2023-12-19 04:17:00,18,73,178,186,157
2023-12-19 04:22:00,18,74,178,186,157
2023-12-19 04:27:00,18,70,178,186,157
2023-12-19 04:32:00,18,70,178,186,157
2023-12-19 04:37:00,18,71,178,186,157
2023-12-19 07:17:00,18,64,178,186,157
2023-12-19 07:22:00,18,64,178,186,157
2023-12-20 02:57:00,18,66,178,186,157
2023-12-20 07:32:00,18,69,178,186,157
2023-12-21 07:17:00,18,60,178,186,157
2023-12-21 07:22:00,18,60,178,186,157
2023-12-21 07:27:00,18,59,178,186,157
2023-12-21 07:32:00,18,59,178,186,157
2023-12-22 00:12:00,18,68,178,186,157
2023-12-22 08:07:00,18,69,178,186,157
2023-12-22 08:12:00,18,68,178,186,157
2023-12-22 08:17:00,18,68,178,186,157
2023-12-22 08:22:00,18,69,178,186,157
2023-12-22 08:27:00,18,69,178,186,157
2023-12-22 08:32:00,18,68,178,186,157
2023-12-23 00:02:00,18,66,178,186,157
2023-12-23 00:12:00,18,68,178,186,157
2023-12-23 08:37:00,18,68,178,186,157
2023-12-23 08:42:00,18,69,178,186,157
2023-12-23 08:47:00,18,69,178,186,157
2023-12-23 08:52:00,18,68,178,186,157
2023-12-23 08:57:00,18,69,178,186,157
2023-12-23 09:02:00,18,69,178,186,157
2023-12-23 09:07:00,18,67,178,186,157
2023-12-23 09:12:00,18,68,178,186,157
2023-12-23 09:17:00,18,67,178,186,157
2023-12-23 09:22:00,18,66,178,186,157
2023-12-23 11:07:00,18,62,178,186,157
2023-12-23 11:12:00,18,60,178,186,157
2023-12-23 11:17:00,18,57,178,186,157
2023-12-23 11:22:00,18,58,178,186,157
2023-12-23 11:27:00,18,59,178,186,157
2023-12-23 23:42:00,18,68,178,186,157
2023-12-23 23:47:00,18,66,178,186,157
2023-12-24 07:52:00,18,68,178,186,157
2023-12-24 07:57:00,18,68,178,186,157
2023-12-24 08:02:00,18,67,178,186,157
2023-12-24 08:07:00,18,67,178,186,157
2023-12-24 08:12:00,18,67,178,186,157
2023-12-24 08:17:00,18,68,178,186,157
2023-12-24 08:22:00,18,67,178,186,157
2023-12-24 08:27:00,18,67,178,186,157
2023-12-24 08:32:00,18,66,178,186,157
2023-12-24 08:37:00,18,67,178,186,157
2023-12-24 08:42:00,18,67,178,186,157
2023-12-24 08:47:00,18,68,178,186,157
2023-12-24 08:52:00,18,66,178,186,157
2023-12-24 08:57:00,18,66,178,186,157
2023-12-24 23:52:00,18,63,178,186,157
2023-12-25 09:46:00,18,64,178,186,157
2023-12-25 09:52:00,18,65,178,186,157
2023-12-25 09:57:00,18,64,178,186,157
2023-12-25 10:02:00,18,64,178,186,157
2023-12-25 23:56:00,18,65,178,186,157
2023-12-26 08:36:00,18,66,178,186,157
2023-12-26 08:41:00,18,68,178,186,157
2023-12-26 08:46:00,18,69,178,186,157
2023-12-26 08:51:00,18,71,178,186,157
2023-12-26 08:56:00,18,70,178,186,157
2023-12-26 09:01:00,18,70,178,186,157
2023-12-26 09:06:00,18,68,178,186,157
2023-12-26 09:11:00,18,67,178,186,157
2023-12-26 09:16:00,18,67,178,186,157
2023-12-26 09:21:00,18,67,178,186,157
2023-12-26 09:26:00,18,69,178,186,157
2023-12-26 09:31:00,18,71,178,186,157
2023-12-26 09:36:00,18,66,178,186,157
2023-12-27 00:11:00,18,63,178,186,157
2023-12-27 08:31:00,18,63,178,186,157
2023-12-27 08:36:00,18,65,178,186,157
2023-12-27 08:41:00,18,65,178,186,157
2023-12-27 08:46:00,18,62,178,186,157
2023-12-27 08:51:00,18,62,178,186,157
2023-12-27 08:56:00,18,63,178,186,157
2023-12-27 09:01:00,18,62,178,186,157
2023-12-27 09:06:00,18,62,178,186,157
2023-12-27 09:11:00,18,64,178,186,157
2023-12-27 09:16:00,18,63,178,186,157
2023-12-27 09:21:00,18,65,178,186,157
2023-12-27 09:26:00,18,61,178,186,157
2023-12-27 09:31:00,18,61,178,186,157
2023-12-27 09:36:00,18,65,178,186,157
2023-12-27 09:41:00,18,62,178,186,157
2023-12-27 09:46:00,18,62,178,186,157
2023-12-27 09:51:00,18,65,178,186,157
2023-12-27 09:56:00,18,63,178,186,157
2023-12-27 10:01:00,18,62,178,186,157
2023-12-27 10:06:00,18,63,178,186,157
2023-12-27 10:11:00,18,62,178,186,157
2023-12-27 10:16:00,18,61,178,186,157
2023-12-27 10:21:00,18,64,178,186,157
2023-12-27 10:26:00,18,63,178,186,157
2023-12-27 10:31:00,18,64,178,186,157
2023-12-27 10:51:00,18,64,178,186,157
2023-12-27 10:56:00,18,63,178,186,157
2023-12-27 11:01:00,18,61,178,186,157
2023-12-27 11:06:00,18,64,178,186,157
2023-12-27 11:11:00,18,62,178,186,157
2023-12-27 11:16:00,18,63,178,186,157
2023-12-27 11:21:00,18,65,178,186,157
2023-12-27 11:26:00,18,61,178,186,157
2023-12-27 11:31:00,18,63,178,186,157
2023-12-27 11:36:00,18,63,178,186,157
2023-12-27 11:41:00,18,64,178,186,157
2023-12-27 11:46:00,18,60,178,186,157
2023-12-27 11:51:00,18,62,178,186,157
2023-12-27 11:56:00,18,62,178,186,157
2023-12-27 12:01:00,18,59,178,186,157
2023-12-27 12:06:00,18,64,178,186,157
2023-12-27 12:11:00,18,64,178,186,157
2023-12-27 12:16:00,18,61,178,186,157
2023-12-27 14:31:00,18,61,178,186,157
2023-12-28 00:06:00,18,66,178,186,157
2023-12-28 00:11:00,18,67,178,186,157
2023-12-28 00:16:00,18,66,178,186,157
2023-12-28 00:21:00,18,65,178,186,157
2023-12-28 00:26:00,18,66,178,186,157
2023-12-28 00:31:00,18,66,178,186,157
2023-12-28 01:51:00,18,67,178,186,157
2023-12-28 01:56:00,18,69,178,186,157
2023-12-28 02:01:00,18,66,178,186,157
2023-12-28 02:46:00,18,68,178,186,157
2023-12-28 06:21:00,18,69,178,186,157
2023-12-28 06:26:00,18,69,178,186,157
2023-12-28 06:31:00,18,68,178,186,157
2023-12-28 07:41:00,18,65,178,186,157
2023-12-28 07:46:00,18,68,178,186,157
2023-12-28 07:51:00,18,68,178,186,157
2023-12-28 07:56:00,18,67,178,186,157
2023-12-28 08:01:00,18,65,178,186,157
2023-12-28 08:06:00,18,65,178,186,157
2023-12-28 08:11:00,18,68,178,186,157
2023-12-28 08:16:00,18,67,178,186,157
2023-12-28 08:21:00,18,67,178,186,157
2023-12-28 08:26:00,18,65,178,186,157
2023-12-29 00:16:00,18,63,178,186,157
2023-12-29 11:06:00,18,93,178,186,157
2023-12-29 11:11:00,18,93,178,186,157
2023-12-29 11:16:00,18,91,178,186,157
2023-12-29 11:21:00,18,93,178,186,157
2023-12-29 11:26:00,18,91,178,186,157
2023-12-29 11:31:00,18,93,178,186,157
2023-12-29 11:36:00,18,93,178,186,157
2023-12-29 11:41:00,18,92,178,186,157
2023-12-29 11:46:00,18,93,178,186,157
2023-12-29 11:51:00,18,92,178,186,157
2023-12-29 11:56:00,18,94,178,186,157
2023-12-29 12:01:00,18,91,178,186,157
2023-12-29 12:06:00,18,93,178,186,157
2023-12-30 10:06:00,18,99,178,186,157
2023-12-31 09:01:00,18,80,178,186,157
2023-12-31 09:06:00,18,76,178,186,157
2023-12-31 09:11:00,18,75,178,186,157
2023-12-31 09:16:00,18,77,178,186,157
2024-01-01 08:26:00,18,69,178,186,157
2024-01-01 08:31:00,18,69,178,186,157
2024-01-01 08:36:00,18,69,178,186,157
2024-01-01 08:41:00,18,69,178,186,157
2024-01-01 08:46:00,18,68,178,186,157
2024-01-01 08:51:00,18,70,178,186,157
2024-01-01 08:56:00,18,70,178,186,157
2024-01-01 09:01:00,18,70,178,186,157
2024-01-01 09:06:00,18,69,178,186,157
2024-01-01 09:11:00,18,70,178,186,157
2024-01-01 09:16:00,18,71,178,186,157
2024-01-02 00:01:00,18,68,178,186,157
2024-01-02 07:31:00,18,68,178,186,157
2024-01-02 07:36:00,18,70,178,186,157
2024-01-03 00:21:00,18,66,178,186,157
2024-01-03 07:56:00,18,68,178,186,157
2024-01-03 08:01:00,18,68,178,186,157
2024-01-03 08:06:00,18,68,178,186,157
2024-01-03 09:26:00,18,70,178,186,157
2024-01-03 09:31:00,18,69,178,186,157
2024-01-03 09:36:00,18,71,178,186,157
2024-01-03 09:41:00,18,68,178,186,157
2024-01-03 09:46:00,18,69,178,186,157
2024-01-03 09:50:00,18,68,178,186,157
2024-01-03 09:51:00,18,70,178,186,157
2024-01-03 09:56:00,18,68,178,186,157
2024-01-03 10:01:00,18,68,178,186,157
2024-01-03 10:06:00,18,70,178,186,157
2024-01-04 08:41:00,18,70,178,186,157
2024-01-04 08:45:00,18,67,178,186,157
2024-01-04 08:56:00,18,69,178,186,157
2024-01-04 09:01:00,18,70,178,186,157
2024-01-04 09:06:00,18,66,178,186,157
2024-01-04 09:11:00,18,69,178,186,157
2024-01-04 09:16:00,18,70,178,186,157
2024-01-04 09:21:00,18,69,178,186,157
2024-01-04 09:26:00,18,70,178,186,157
2024-01-04 09:31:00,18,70,178,186,157
2024-01-04 09:35:00,18,68,178,186,157
2024-01-04 09:40:00,18,69,178,186,157
2024-01-04 09:45:00,18,69,178,186,157
2024-01-04 09:50:00,18,68,178,186,157
2024-01-04 09:55:00,18,71,178,186,157
2024-01-04 10:00:00,18,68,178,186,157
2024-01-05 00:25:00,18,66,178,186,157
2024-01-05 00:30:00,18,67,178,186,157
2024-01-05 00:35:00,18,66,178,186,157
2024-01-05 00:40:00,18,67,178,186,157
2024-01-05 00:45:00,18,68,178,186,157
2024-01-05 00:50:00,18,67,178,186,157
2024-01-05 08:28:00,18,65,255,255,255
2024-01-05 08:48:00,18,67,255,255,255
2024-01-05 08:53:00,18,66,255,255,255
2024-01-06 08:08:00,18,55,255,255,255
2024-01-06 08:13:00,18,60,255,255,255
2024-01-06 08:18:00,18,60,255,255,255
2024-01-06 08:23:00,18,61,255,255,255
2024-01-07 08:08:00,18,53,255,255,255
2024-01-07 08:13:00,18,53,255,255,255
2024-01-07 08:18:00,18,56,255,255,255
2024-01-08 00:53:00,18,57,255,255,255
2024-01-08 00:58:00,18,55,255,255,255
2024-01-08 01:03:00,18,54,255,255,255
2024-01-08 08:13:00,18,63,255,255,255
2024-01-08 08:18:00,18,60,255,255,255
2024-01-08 08:23:00,18,60,255,255,255
2024-01-08 08:28:00,18,64,255,255,255
2024-01-09 00:28:00,18,59,255,255,255
2024-01-09 00:38:00,18,59,255,255,255
2024-01-09 00:43:00,18,62,255,255,255
2024-01-09 00:48:00,18,61,255,255,255
2024-01-09 00:53:00,18,63,255,255,255
2024-01-09 08:03:00,18,62,255,255,255
2024-01-09 08:08:00,18,61,255,255,255
2024-01-10 03:18:00,18,45,255,255,255
2024-01-10 07:53:00,18,52,255,255,255
2024-01-10 07:58:00,18,52,255,255,255
2024-01-11 00:23:00,18,28,255,255,255
2024-01-11 08:08:00,18,38,255,255,255
2024-01-11 08:13:00,18,35,255,255,255
2024-01-11 08:18:00,18,37,255,255,255
2024-01-12 00:19:00,18,2,255,255,255
2024-01-12 00:19:00,18,5,255,255,255
2024-01-12 00:20:00,18,3,255,255,255
2024-01-12 00:20:00,18,6,255,255,255
2024-01-12 00:20:00,18,2,255,255,255
2024-01-12 00:20:00,18,5,255,255,255
2024-01-12 00:20:00,18,8,255,255,255
2024-01-12 00:21:00,18,4,255,255,255
